,neigh,gentri,conteo,percentage
830,Rugby-Remsen Village,MHI - Not Losing Low Income Households,6,0.17647058823529413
831,Schuylerville-Throgs Neck-Edgewater Park,LI - At Risk of Gentrification and/or Displacement,1,0.045454545454545456
832,Schuylerville-Throgs Neck-Edgewater Park,LI - Not Losing Low Income Households,2,0.09090909090909091
833,Schuylerville-Throgs Neck-Edgewater Park,MHI - Advanced Exclusion,7,0.3181818181818182
834,Schuylerville-Throgs Neck-Edgewater Park,MHI - Advanced Gentrification,3,0.13636363636363635
835,Schuylerville-Throgs Neck-Edgewater Park,MHI - At Risk of Exclusion,1,0.045454545454545456
836,Schuylerville-Throgs Neck-Edgewater Park,MHI - Not Losing Low Income Households,5,0.22727272727272727
837,Schuylerville-Throgs Neck-Edgewater Park,MHI - Ongoing Exclusion,3,0.13636363636363635
838,Seagate-Coney Island,LI - Not Losing Low Income Households,9,0.5294117647058824
839,Seagate-Coney Island,LI - Ongoing Gentrification and/or Displacement,5,0.29411764705882354
840,Seagate-Coney Island,MHI - Advanced Exclusion,1,0.058823529411764705
841,Seagate-Coney Island,MHI - Advanced Gentrification,1,0.058823529411764705
842,Seagate-Coney Island,MHI - Not Losing Low Income Households,1,0.058823529411764705
843,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,LI - At Risk of Gentrification and/or Displacement,1,0.03125
844,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,LI - Not Losing Low Income Households,7,0.21875
845,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,LI - Ongoing Gentrification and/or Displacement,4,0.125
846,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,MHI - Advanced Exclusion,4,0.125
847,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,MHI - Advanced Gentrification,2,0.0625
848,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,MHI - At Risk of Exclusion,2,0.0625
849,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,MHI - Not Losing Low Income Households,10,0.3125
850,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,MHI - Ongoing Exclusion,2,0.0625
851,SoHo-TriBeCa-Civic Center-Little Italy,LI - At Risk of Gentrification and/or Displacement,1,0.043478260869565216
852,SoHo-TriBeCa-Civic Center-Little Italy,LI - Ongoing Gentrification and/or Displacement,7,0.30434782608695654
853,SoHo-TriBeCa-Civic Center-Little Italy,MHI - Advanced Exclusion,8,0.34782608695652173
854,SoHo-TriBeCa-Civic Center-Little Italy,MHI - Advanced Gentrification,2,0.08695652173913043
855,SoHo-TriBeCa-Civic Center-Little Italy,MHI - At Risk of Exclusion,4,0.17391304347826086
856,SoHo-TriBeCa-Civic Center-Little Italy,MHI - Ongoing Exclusion,1,0.043478260869565216
857,Soundview-Bruckner,LI - At Risk of Gentrification and/or Displacement,9,0.4090909090909091
858,Soundview-Bruckner,LI - Not Losing Low Income Households,5,0.22727272727272727
859,Soundview-Bruckner,LI - Ongoing Gentrification and/or Displacement,2,0.09090909090909091
860,Soundview-Bruckner,MHI - Advanced Exclusion,1,0.045454545454545456
861,Soundview-Bruckner,MHI - Advanced Gentrification,2,0.09090909090909091
862,Soundview-Bruckner,MHI - Not Losing Low Income Households,1,0.045454545454545456
863,Soundview-Bruckner,MHI - Ongoing Exclusion,2,0.09090909090909091
864,Soundview-Castle Hill-Clason Point-Harding Park,LI - At Risk of Gentrification and/or Displacement,2,0.09090909090909091
865,Soundview-Castle Hill-Clason Point-Harding Park,LI - Not Losing Low Income Households,9,0.4090909090909091
866,Soundview-Castle Hill-Clason Point-Harding Park,LI - Ongoing Gentrification and/or Displacement,1,0.045454545454545456
867,Soundview-Castle Hill-Clason Point-Harding Park,MHI - Advanced Exclusion,3,0.13636363636363635
868,Soundview-Castle Hill-Clason Point-Harding Park,MHI - Advanced Gentrification,4,0.18181818181818182
869,Soundview-Castle Hill-Clason Point-Harding Park,MHI - Not Losing Low Income Households,1,0.045454545454545456
870,Soundview-Castle Hill-Clason Point-Harding Park,MHI - Ongoing Exclusion,2,0.09090909090909091
871,South Jamaica,LI - At Risk of Gentrification and/or Displacement,2,0.07692307692307693
872,South Jamaica,LI - Not Losing Low Income Households,8,0.3076923076923077
873,South Jamaica,LI - Ongoing Gentrification and/or Displacement,2,0.07692307692307693
874,South Jamaica,MHI - Advanced Exclusion,1,0.038461538461538464
875,South Jamaica,MHI - Advanced Gentrification,4,0.15384615384615385
876,South Jamaica,MHI - At Risk of Exclusion,1,0.038461538461538464
877,South Jamaica,MHI - Not Losing Low Income Households,5,0.19230769230769232
878,South Jamaica,MHI - Ongoing Exclusion,3,0.11538461538461539
879,South Ozone Park,LI - At Risk of Gentrification and/or Displacement,3,0.06666666666666667
880,South Ozone Park,LI - Not Losing Low Income Households,13,0.28888888888888886
881,South Ozone Park,LI - Ongoing Gentrification and/or Displacement,3,0.06666666666666667
882,South Ozone Park,MHI - Advanced Exclusion,6,0.13333333333333333
883,South Ozone Park,MHI - Advanced Gentrification,6,0.13333333333333333
884,South Ozone Park,MHI - At Risk of Exclusion,5,0.1111111111111111
885,South Ozone Park,MHI - Not Losing Low Income Households,7,0.15555555555555556
886,South Ozone Park,MHI - Ongoing Exclusion,2,0.044444444444444446
887,Springfield Gardens North,LI - Not Losing Low Income Households,4,0.36363636363636365
888,Springfield Gardens North,LI - Ongoing Gentrification and/or Displacement,1,0.09090909090909091
889,Springfield Gardens North,MHI - Advanced Exclusion,1,0.09090909090909091
890,Springfield Gardens North,MHI - At Risk of Exclusion,1,0.09090909090909091
891,Springfield Gardens North,MHI - Not Losing Low Income Households,4,0.36363636363636365
892,Springfield Gardens South-Brookville,LI - Not Losing Low Income Households,2,0.125
893,Springfield Gardens South-Brookville,MHI - Advanced Exclusion,1,0.0625
894,Springfield Gardens South-Brookville,MHI - Advanced Gentrification,1,0.0625
895,Springfield Gardens South-Brookville,MHI - At Risk of Exclusion,2,0.125
896,Springfield Gardens South-Brookville,MHI - Not Losing Low Income Households,8,0.5
897,Springfield Gardens South-Brookville,MHI - Ongoing Exclusion,2,0.125
898,Spuyten Duyvil-Kingsbridge,LI - At Risk of Gentrification and/or Displacement,3,0.15789473684210525
899,Spuyten Duyvil-Kingsbridge,LI - Not Losing Low Income Households,1,0.05263157894736842
900,Spuyten Duyvil-Kingsbridge,MHI - Advanced Exclusion,9,0.47368421052631576
901,Spuyten Duyvil-Kingsbridge,MHI - Advanced Gentrification,2,0.10526315789473684
902,Spuyten Duyvil-Kingsbridge,MHI - At Risk of Exclusion,1,0.05263157894736842
903,Spuyten Duyvil-Kingsbridge,MHI - Not Losing Low Income Households,3,0.15789473684210525
904,St. Albans,LI - At Risk of Gentrification and/or Displacement,1,0.022222222222222223
905,St. Albans,LI - Not Losing Low Income Households,11,0.24444444444444444
906,St. Albans,LI - Ongoing Gentrification and/or Displacement,4,0.08888888888888889
907,St. Albans,MHI - Advanced Exclusion,4,0.08888888888888889
908,St. Albans,MHI - Advanced Gentrification,2,0.044444444444444446
909,St. Albans,MHI - At Risk of Exclusion,2,0.044444444444444446
910,St. Albans,MHI - Not Losing Low Income Households,18,0.4
911,St. Albans,MHI - Ongoing Exclusion,3,0.06666666666666667
912,Stapleton-Rosebank,LI - At Risk of Gentrification and/or Displacement,3,0.1875
913,Stapleton-Rosebank,LI - Not Losing Low Income Households,5,0.3125
914,Stapleton-Rosebank,LI - Ongoing Gentrification and/or Displacement,3,0.1875
915,Stapleton-Rosebank,MHI - Advanced Exclusion,3,0.1875
916,Stapleton-Rosebank,MHI - Not Losing Low Income Households,1,0.0625
917,Stapleton-Rosebank,MHI - Ongoing Exclusion,1,0.0625
918,Starrett City,LI - Not Losing Low Income Households,4,0.5714285714285714
919,Starrett City,MHI - Not Losing Low Income Households,3,0.42857142857142855
920,Steinway,LI - At Risk of Gentrification and/or Displacement,3,0.10714285714285714
921,Steinway,LI - Not Losing Low Income Households,4,0.14285714285714285
922,Steinway,LI - Ongoing Gentrification and/or Displacement,3,0.10714285714285714
923,Steinway,MHI - Advanced Exclusion,2,0.07142857142857142
924,Steinway,MHI - Advanced Gentrification,7,0.25
925,Steinway,MHI - At Risk of Exclusion,3,0.10714285714285714
926,Steinway,MHI - Not Losing Low Income Households,6,0.21428571428571427
927,Stuyvesant Heights,LI - At Risk of Gentrification and/or Displacement,7,0.2
928,Stuyvesant Heights,LI - Not Losing Low Income Households,5,0.14285714285714285
929,Stuyvesant Heights,LI - Ongoing Gentrification and/or Displacement,19,0.5428571428571428
930,Stuyvesant Heights,MHI - Advanced Exclusion,1,0.02857142857142857
931,Stuyvesant Heights,MHI - Advanced Gentrification,3,0.08571428571428572
932,Stuyvesant Town-Cooper Village,LI - At Risk of Gentrification and/or Displacement,1,0.14285714285714285
933,Stuyvesant Town-Cooper Village,LI - Not Losing Low Income Households,1,0.14285714285714285
934,Stuyvesant Town-Cooper Village,LI - Ongoing Gentrification and/or Displacement,1,0.14285714285714285
935,Stuyvesant Town-Cooper Village,MHI - Advanced Exclusion,2,0.2857142857142857
936,Stuyvesant Town-Cooper Village,MHI - Advanced Gentrification,1,0.14285714285714285
937,Stuyvesant Town-Cooper Village,MHI - At Risk of Exclusion,1,0.14285714285714285
938,Sunset Park East,LI - At Risk of Gentrification and/or Displacement,10,0.3225806451612903
939,Sunset Park East,LI - Not Losing Low Income Households,6,0.1935483870967742
940,Sunset Park East,LI - Ongoing Gentrification and/or Displacement,11,0.3548387096774194
941,Sunset Park East,MHI - Advanced Exclusion,1,0.03225806451612903
942,Sunset Park East,MHI - At Risk of Exclusion,1,0.03225806451612903
943,Sunset Park East,MHI - Not Losing Low Income Households,2,0.06451612903225806
944,Sunset Park West,LI - At Risk of Gentrification and/or Displacement,5,0.15151515151515152
945,Sunset Park West,LI - Not Losing Low Income Households,1,0.030303030303030304
946,Sunset Park West,LI - Ongoing Gentrification and/or Displacement,13,0.3939393939393939
947,Sunset Park West,MHI - Advanced Exclusion,2,0.06060606060606061
948,Sunset Park West,MHI - Advanced Gentrification,7,0.21212121212121213
949,Sunset Park West,MHI - At Risk of Exclusion,3,0.09090909090909091
950,Sunset Park West,MHI - Not Losing Low Income Households,2,0.06060606060606061
951,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,LI - Not Losing Low Income Households,9,0.3333333333333333
952,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,MHI - Advanced Exclusion,8,0.2962962962962963
953,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,MHI - Not Losing Low Income Households,5,0.18518518518518517
954,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,MHI - Ongoing Exclusion,5,0.18518518518518517
955,Turtle Bay-East Midtown,MHI - Advanced Exclusion,8,0.36363636363636365
956,Turtle Bay-East Midtown,MHI - Advanced Gentrification,2,0.09090909090909091
957,Turtle Bay-East Midtown,MHI - At Risk of Exclusion,4,0.18181818181818182
958,Turtle Bay-East Midtown,MHI - Not Losing Low Income Households,7,0.3181818181818182
959,Turtle Bay-East Midtown,MHI - Ongoing Exclusion,1,0.045454545454545456
960,University Heights-Morris Heights,LI - At Risk of Gentrification and/or Displacement,7,0.2692307692307692
961,University Heights-Morris Heights,LI - Not Losing Low Income Households,5,0.19230769230769232
962,University Heights-Morris Heights,LI - Ongoing Gentrification and/or Displacement,11,0.4230769230769231
963,University Heights-Morris Heights,MHI - Advanced Gentrification,1,0.038461538461538464
964,University Heights-Morris Heights,MHI - Not Losing Low Income Households,2,0.07692307692307693
965,Upper East Side-Carnegie Hill,MHI - Advanced Exclusion,11,0.39285714285714285
966,Upper East Side-Carnegie Hill,MHI - At Risk of Exclusion,5,0.17857142857142858
967,Upper East Side-Carnegie Hill,MHI - Not Losing Low Income Households,10,0.35714285714285715
968,Upper East Side-Carnegie Hill,MHI - Ongoing Exclusion,2,0.07142857142857142
969,Upper West Side,LI - Not Losing Low Income Households,2,0.09523809523809523
970,Upper West Side,LI - Ongoing Gentrification and/or Displacement,2,0.09523809523809523
971,Upper West Side,MHI - Advanced Exclusion,8,0.38095238095238093
972,Upper West Side,MHI - Advanced Gentrification,2,0.09523809523809523
973,Upper West Side,MHI - At Risk of Exclusion,4,0.19047619047619047
974,Upper West Side,MHI - Not Losing Low Income Households,2,0.09523809523809523
975,Upper West Side,MHI - Ongoing Exclusion,1,0.047619047619047616
976,Van Cortlandt Village,LI - At Risk of Gentrification and/or Displacement,6,0.3
977,Van Cortlandt Village,LI - Not Losing Low Income Households,3,0.15
978,Van Cortlandt Village,LI - Ongoing Gentrification and/or Displacement,4,0.2
979,Van Cortlandt Village,MHI - Advanced Exclusion,2,0.1
980,Van Cortlandt Village,MHI - Advanced Gentrification,3,0.15
981,Van Cortlandt Village,MHI - At Risk of Exclusion,1,0.05
982,Van Cortlandt Village,MHI - Not Losing Low Income Households,1,0.05
983,Van Nest-Morris Park-Westchester Square,LI - At Risk of Gentrification and/or Displacement,6,0.16666666666666666
984,Van Nest-Morris Park-Westchester Square,LI - Not Losing Low Income Households,1,0.027777777777777776
985,Van Nest-Morris Park-Westchester Square,LI - Ongoing Gentrification and/or Displacement,1,0.027777777777777776
986,Van Nest-Morris Park-Westchester Square,MHI - Advanced Exclusion,7,0.19444444444444445
987,Van Nest-Morris Park-Westchester Square,MHI - Advanced Gentrification,8,0.2222222222222222
988,Van Nest-Morris Park-Westchester Square,MHI - At Risk of Exclusion,6,0.16666666666666666
989,Van Nest-Morris Park-Westchester Square,MHI - Not Losing Low Income Households,4,0.1111111111111111
990,Van Nest-Morris Park-Westchester Square,MHI - Ongoing Exclusion,3,0.08333333333333333
991,Washington Heights North,LI - At Risk of Gentrification and/or Displacement,6,0.3333333333333333
992,Washington Heights North,LI - Not Losing Low Income Households,2,0.1111111111111111
993,Washington Heights North,LI - Ongoing Gentrification and/or Displacement,6,0.3333333333333333
994,Washington Heights North,MHI - Advanced Exclusion,1,0.05555555555555555
995,Washington Heights North,MHI - Advanced Gentrification,1,0.05555555555555555
996,Washington Heights North,MHI - Not Losing Low Income Households,2,0.1111111111111111
997,Washington Heights South,LI - At Risk of Gentrification and/or Displacement,7,0.3684210526315789
998,Washington Heights South,LI - Ongoing Gentrification and/or Displacement,10,0.5263157894736842
999,Washington Heights South,MHI - Advanced Gentrification,1,0.05263157894736842
1000,Washington Heights South,MHI - Not Losing Low Income Households,1,0.05263157894736842
1001,West Brighton,LI - At Risk of Gentrification and/or Displacement,2,0.16666666666666666
1002,West Brighton,LI - Not Losing Low Income Households,7,0.5833333333333334
1003,West Brighton,LI - Ongoing Gentrification and/or Displacement,2,0.16666666666666666
1004,West Brighton,MHI - Advanced Gentrification,1,0.08333333333333333
1005,Westchester-Unionport,LI - At Risk of Gentrification and/or Displacement,5,0.2631578947368421
1006,Westchester-Unionport,LI - Not Losing Low Income Households,4,0.21052631578947367
1007,Westchester-Unionport,MHI - Advanced Exclusion,1,0.05263157894736842
1008,Westchester-Unionport,MHI - Advanced Gentrification,3,0.15789473684210525
1009,Westchester-Unionport,MHI - At Risk of Exclusion,3,0.15789473684210525
1010,Westchester-Unionport,MHI - Not Losing Low Income Households,1,0.05263157894736842
1011,Westchester-Unionport,MHI - Ongoing Exclusion,2,0.10526315789473684
1012,West Concourse,LI - At Risk of Gentrification and/or Displacement,12,0.5
1013,West Concourse,LI - Not Losing Low Income Households,3,0.125
1014,West Concourse,LI - Ongoing Gentrification and/or Displacement,7,0.2916666666666667
1015,West Concourse,MHI - Advanced Exclusion,1,0.041666666666666664
1016,West Concourse,MHI - Advanced Gentrification,1,0.041666666666666664
1017,Westerleigh,LI - At Risk of Gentrification and/or Displacement,1,0.05555555555555555
1018,Westerleigh,LI - Not Losing Low Income Households,7,0.3888888888888889
1019,Westerleigh,LI - Ongoing Gentrification and/or Displacement,1,0.05555555555555555
1020,Westerleigh,MHI - Advanced Exclusion,3,0.16666666666666666
1021,Westerleigh,MHI - At Risk of Exclusion,1,0.05555555555555555
1022,Westerleigh,MHI - Not Losing Low Income Households,4,0.2222222222222222
1023,Westerleigh,MHI - Ongoing Exclusion,1,0.05555555555555555
1024,West Farms-Bronx River,LI - At Risk of Gentrification and/or Displacement,8,0.4444444444444444
1025,West Farms-Bronx River,LI - Not Losing Low Income Households,4,0.2222222222222222
1026,West Farms-Bronx River,LI - Ongoing Gentrification and/or Displacement,3,0.16666666666666666
1027,West Farms-Bronx River,MHI - Advanced Gentrification,2,0.1111111111111111
1028,West Farms-Bronx River,MHI - Ongoing Exclusion,1,0.05555555555555555
1029,West New Brighton-New Brighton-St. George,LI - At Risk of Gentrification and/or Displacement,3,0.13636363636363635
1030,West New Brighton-New Brighton-St. George,LI - Not Losing Low Income Households,11,0.5
1031,West New Brighton-New Brighton-St. George,LI - Ongoing Gentrification and/or Displacement,3,0.13636363636363635
1032,West New Brighton-New Brighton-St. George,MHI - Advanced Exclusion,1,0.045454545454545456
1033,West New Brighton-New Brighton-St. George,MHI - Advanced Gentrification,1,0.045454545454545456
1034,West New Brighton-New Brighton-St. George,MHI - Not Losing Low Income Households,2,0.09090909090909091
1035,West New Brighton-New Brighton-St. George,MHI - Ongoing Exclusion,1,0.045454545454545456
1036,West Village,LI - At Risk of Gentrification and/or Displacement,1,0.041666666666666664
1037,West Village,LI - Ongoing Gentrification and/or Displacement,3,0.125
1038,West Village,MHI - Advanced Exclusion,9,0.375
1039,West Village,MHI - Advanced Gentrification,1,0.041666666666666664
1040,West Village,MHI - At Risk of Exclusion,7,0.2916666666666667
1041,West Village,MHI - Not Losing Low Income Households,1,0.041666666666666664
1042,West Village,MHI - Ongoing Exclusion,2,0.08333333333333333
1043,Whitestone,LI - Not Losing Low Income Households,3,0.17647058823529413
1044,Whitestone,MHI - Advanced Exclusion,6,0.35294117647058826
1045,Whitestone,MHI - At Risk of Exclusion,1,0.058823529411764705
1046,Whitestone,MHI - Not Losing Low Income Households,5,0.29411764705882354
1047,Whitestone,MHI - Ongoing Exclusion,2,0.11764705882352941
1048,Williamsbridge-Olinville,LI - At Risk of Gentrification and/or Displacement,5,0.14705882352941177
1049,Williamsbridge-Olinville,LI - Not Losing Low Income Households,3,0.08823529411764706
1050,Williamsbridge-Olinville,LI - Ongoing Gentrification and/or Displacement,3,0.08823529411764706
1051,Williamsbridge-Olinville,MHI - Advanced Exclusion,7,0.20588235294117646
1052,Williamsbridge-Olinville,MHI - Advanced Gentrification,4,0.11764705882352941
1053,Williamsbridge-Olinville,MHI - At Risk of Exclusion,2,0.058823529411764705
1054,Williamsbridge-Olinville,MHI - Not Losing Low Income Households,7,0.20588235294117646
1055,Williamsbridge-Olinville,MHI - Ongoing Exclusion,3,0.08823529411764706
1056,Williamsburg,LI - At Risk of Gentrification and/or Displacement,6,0.35294117647058826
1057,Williamsburg,LI - Not Losing Low Income Households,3,0.17647058823529413
1058,Williamsburg,LI - Ongoing Gentrification and/or Displacement,6,0.35294117647058826
1059,Williamsburg,MHI - Advanced Gentrification,2,0.11764705882352941
1060,Windsor Terrace,LI - At Risk of Gentrification and/or Displacement,1,0.06666666666666667
1061,Windsor Terrace,LI - Ongoing Gentrification and/or Displacement,2,0.13333333333333333
1062,Windsor Terrace,MHI - Advanced Exclusion,5,0.3333333333333333
1063,Windsor Terrace,MHI - Advanced Gentrification,3,0.2
1064,Windsor Terrace,MHI - At Risk of Exclusion,1,0.06666666666666667
1065,Windsor Terrace,MHI - Not Losing Low Income Households,2,0.13333333333333333
1066,Windsor Terrace,MHI - Ongoing Exclusion,1,0.06666666666666667
1067,Woodhaven,LI - At Risk of Gentrification and/or Displacement,5,0.15151515151515152
1068,Woodhaven,LI - Not Losing Low Income Households,12,0.36363636363636365
1069,Woodhaven,LI - Ongoing Gentrification and/or Displacement,4,0.12121212121212122
1070,Woodhaven,MHI - Advanced Exclusion,4,0.12121212121212122
1071,Woodhaven,MHI - Advanced Gentrification,3,0.09090909090909091
1072,Woodhaven,MHI - Not Losing Low Income Households,1,0.030303030303030304
1073,Woodhaven,MHI - Ongoing Exclusion,4,0.12121212121212122
1074,Woodlawn-Wakefield,LI - At Risk of Gentrification and/or Displacement,3,0.10344827586206896
1075,Woodlawn-Wakefield,LI - Not Losing Low Income Households,6,0.20689655172413793
1076,Woodlawn-Wakefield,LI - Ongoing Gentrification and/or Displacement,4,0.13793103448275862
1077,Woodlawn-Wakefield,MHI - Advanced Exclusion,9,0.3103448275862069
1078,Woodlawn-Wakefield,MHI - Advanced Gentrification,1,0.034482758620689655
1079,Woodlawn-Wakefield,MHI - At Risk of Exclusion,2,0.06896551724137931
1080,Woodlawn-Wakefield,MHI - Not Losing Low Income Households,2,0.06896551724137931
1081,Woodlawn-Wakefield,MHI - Ongoing Exclusion,2,0.06896551724137931
1082,Woodside,LI - At Risk of Gentrification and/or Displacement,5,0.2
1083,Woodside,LI - Not Losing Low Income Households,6,0.24
1084,Woodside,LI - Ongoing Gentrification and/or Displacement,5,0.2
1085,Woodside,MHI - Advanced Exclusion,1,0.04
1086,Woodside,MHI - Advanced Gentrification,5,0.2
1087,Woodside,MHI - Not Losing Low Income Households,3,0.12
1088,Yorkville,LI - At Risk of Gentrification and/or Displacement,1,0.058823529411764705
1089,Yorkville,LI - Ongoing Gentrification and/or Displacement,2,0.11764705882352941
1090,Yorkville,MHI - Advanced Exclusion,5,0.29411764705882354
1091,Yorkville,MHI - At Risk of Exclusion,3,0.17647058823529413
1092,Yorkville,MHI - Not Losing Low Income Households,5,0.29411764705882354
1093,Yorkville,MHI - Ongoing Exclusion,1,0.058823529411764705
